date,tickers
2005-01-01,"A,AA,AAPL,ABC,ABI,ABK,ABS,ABT,ACE,ACS,ACV,ADBE,ADCT,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AHP,AIG,AIV,ALL,ALTR,AMAT,AMCC,AMD,AMGN,AN,ANDW,AON,APA,APC,APCC,APD,APOL,ASD,ASH,ASN,ASO,AT,ATI,AV,AVP,AVY,AW,AXP,AYE,AZO,BA,BAC,BALL,BAX,BBBY,BBT,BBWI,BBY,BC,BCC,BCR,BDK,BDX,BEN,BF,BHI,BIIB,BJS,BK,BLS,BMC,BMET,BMS,BMY,BNI,BOL,BR,BRCM,BSC,BSX,BUD,C,CA,CAG,CAH,CAT,CB,CBE,CBS,CBSS,CC,CCE,CCL,CCU,CD,CEG,CFC,CHIR,CI,CIEN,CIN,CINF,CIT,CL,CLX,CMA,CMCSA,CMI,CMS,CMVT,CMX,CNP,CNS,COF,COH,COL,COP,COST,CPB,CPN,CPWR,CSC,CSCO,CSX,CTAS,CTB,CTL,CTX,CTXS,CVG,CVS,CVX,CZN,D,DAL,DCN,DD,DDS,DE,DELL,DG,DGX,DHR,DIS,DJ,DOV,DOW,DPH,DRI,DTE,DUK,DVN,DYN,EA,EBAY,EC,ECL,ED,EDS,EFX,EIX,EK,EMC,EMN,EMR,EOG,EOP,EP,EQR,ESRX,ETFC,ETN,ETR,EXC,F,FCX,FD,FDC,FDO,FDX,FE,FHN,FII,FISV,FITB,FLR,FNM,FO,FON,FRE,FRX,FSH,FSL,G,GAS,GCI,GD,GDT,GDW,GE,GENZ,GILD,GIS,GLK,GLW,GM,GP,GPC,GPS,GR,GS,GT,GTW,GWW,HAL,HAS,HBAN,HCA,HCR,HD,HES,HET,HIG,HLT,HMA,HNZ,HOG,HON,HOT,HPC,HPQ,HRB,HSP,HSY,HUM,IBM,IFF,IGT,INTC,INTU,IP,IPG,IR,ITT,ITW,JAVA,JBL,JCI,JCP,JDSU,JNJ,JNS,JNY,JP,JPM,JWN,K,KBH,KEY,KG,KLAC,KMB,KMG,KMI,KO,KR,KRB,KRI,KSE,KSS,LEG,LEH,LH,LIZ,LLL,LLTC,LLY,LMT,LNC,LOW,LPX,LSI,LTR,LU,LUV,LXK,MAR,MAS,MAT,MAY,MBI,MCD,MCK,MCO,MDP,MDT,MEDI,MEL,MER,MERQ,MET,MHP,MHS,MI,MIL,MKC,MMC,MMM,MO,MOLX,MON,MOT,MRK,MRO,MS,MSFT,MTB,MTG,MU,MXIM,MYG,MYL,NAV,NBR,NCC,NCR,NE,NEE,NEM,NFB,NI,NKE,NOC,NOVL,NSC,NSM,NTAP,NTRS,NUE,NVDA,NVLS,NWL,NWSA,NXTL,NYT,ODP,OMC,ORCL,OXY,PAYX,PBG,PBI,PCAR,PCG,PCL,PD,PEG,PEP,PFE,PFG,PG,PGL,PGN,PGR,PH,PHM,PKI,PLD,PLL,PMCS,PMTC,PNC,PNW,PPG,PPL,PRU,PTV,PVN,PWER,PX,Q,QCOM,QLGC,R,RAI,RBK,RDC,RF,RHI,RIG,ROH,ROK,RRD,RSH,RTN,RX,S,SAFC,SANM,SBC,SBL,SBUX,SCHW,SDS,SEBL,SEE,SFA,SGP,SHW,SIAL,SLB,SLE,SLM,SLR,SNA,SNV,SO,SOV,SPC,SPG,SPLS,SRE,STI,STJ,STT,SUN,SVU,SWK,SWY,SYK,SYMC,SYY,T,TAP,TE,TEK,TER,TGT,THC,TIF,TIN,TJX,TLAB,TMK,TMO,TMPW,TOY,TRB,TROW,TSG,TWX,TXN,TXT,TXU,TYC,UCL,UIS,UNH,UNM,UNP,UPS,USB,UST,UTX,UVN,VC,VFC,VLO,VMC,VRTS,VZ,WAG,WAT,WB,WEN,WFC,WHR,WLP,WM,WMB,WMT,WRK,WWY,WY,X,XEL,XL,XLNX,XOM,XRX,XTO,YHOO,YUM,ZBH,ZION"
2005-02-01,"A,AA,AAPL,ABC,ABI,ABK,ABS,ABT,ACE,ACS,ACV,ADBE,ADCT,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AHP,AIG,AIV,ALL,ALTR,AMAT,AMCC,AMD,AMGN,AN,ANDW,AON,APA,APC,APCC,APD,APOL,ASD,ASH,ASN,ASO,AT,ATI,AV,AVP,AVY,AW,AXP,AYE,AZO,BA,BAC,BALL,BAX,BBBY,BBT,BBWI,BBY,BC,BCC,BCR,BDK,BDX,BEN,BF,BHI,BIIB,BJS,BK,BLS,BMC,BMET,BMS,BMY,BNI,BOL,BR,BRCM,BSC,BSX,BUD,C,CA,CAG,CAH,CAT,CB,CBE,CBS,CBSS,CC,CCE,CCL,CCU,CD,CEG,CFC,CHIR,CI,CIEN,CIN,CINF,CIT,CL,CLX,CMA,CMCSA,CMI,CMS,CMVT,CMX,CNP,CNS,COF,COH,COL,COP,COST,CPB,CPN,CPWR,CSC,CSCO,CSX,CTAS,CTB,CTL,CTX,CTXS,CVG,CVS,CVX,CZN,D,DAL,DCN,DD,DDS,DE,DELL,DG,DGX,DHR,DIS,DJ,DOV,DOW,DPH,DRI,DTE,DUK,DVN,DYN,EA,EBAY,EC,ECL,ED,EDS,EFX,EIX,EK,EMC,EMN,EMR,EOG,EOP,EP,EQR,ESRX,ETFC,ETN,ETR,EXC,F,FCX,FD,FDC,FDO,FDX,FE,FHN,FII,FISV,FITB,FLR,FNM,FO,FON,FRE,FRX,FSH,FSL,G,GAS,GCI,GD,GDT,GDW,GE,GENZ,GILD,GIS,GLK,GLW,GM,GP,GPC,GPS,GR,GS,GT,GTW,GWW,HAL,HAS,HBAN,HCA,HCR,HD,HES,HET,HIG,HLT,HMA,HNZ,HOG,HON,HOT,HPC,HPQ,HRB,HSP,HSY,HUM,IBM,IFF,IGT,INTC,INTU,IP,IPG,IR,ITT,ITW,JAVA,JBL,JCI,JCP,JDSU,JNJ,JNS,JNY,JP,JPM,JWN,K,KBH,KEY,KG,KLAC,KMB,KMG,KMI,KO,KR,KRB,KRI,KSE,KSS,LEG,LEH,LH,LIZ,LLL,LLTC,LLY,LMT,LNC,LOW,LPX,LSI,LTR,LU,LUV,LXK,MAR,MAS,MAT,MAY,MBI,MCD,MCK,MCO,MDP,MDT,MEDI,MEL,MER,MERQ,MET,MHP,MHS,MI,MIL,MKC,MMC,MMM,MO,MOLX,MON,MOT,MRK,MRO,MS,MSFT,MTB,MTG,MU,MXIM,MYG,MYL,NAV,NBR,NCC,NCR,NE,NEE,NEM,NFB,NI,NKE,NOC,NOVL,NSC,NSM,NTAP,NTRS,NUE,NVDA,NVLS,NWL,NWSA,NXTL,NYT,ODP,OMC,ORCL,OXY,PAYX,PBG,PBI,PCAR,PCG,PCL,PD,PEG,PEP,PFE,PFG,PG,PGL,PGN,PGR,PH,PHM,PKI,PLD,PLL,PMCS,PMTC,PNC,PNW,PPG,PPL,PRU,PTV,PVN,PWER,PX,Q,QCOM,QLGC,R,RAI,RBK,RDC,RF,RHI,RIG,ROH,ROK,RRD,RSH,RTN,RX,S,SAFC,SANM,SBC,SBL,SBUX,SCHW,SDS,SEBL,SEE,SFA,SGP,SHW,SIAL,SLB,SLE,SLM,SLR,SNA,SNV,SO,SOV,SPC,SPG,SPLS,SRE,STI,STJ,STT,SUN,SVU,SWK,SWY,SYK,SYMC,SYY,T,TAP,TE,TEK,TER,TGT,THC,TIF,TIN,TJX,TLAB,TMK,TMO,TMPW,TOY,TRB,TROW,TSG,TWX,TXN,TXT,TXU,TYC,UCL,UIS,UNH,UNM,UNP,UPS,USB,UST,UTX,UVN,VC,VFC,VLO,VMC,VRTS,VZ,WAG,WAT,WB,WEN,WFC,WHR,WLP,WM,WMB,WMT,WRK,WWY,WY,X,XEL,XL,XLNX,XOM,XRX,XTO,YHOO,YUM,ZBH,ZION"
2005-03-01,"A,AA,AAPL,ABC,ABI,ABK,ABS,ABT,ACE,ACS,ACV,ADBE,ADCT,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AHP,AIG,AIV,ALL,ALTR,AMAT,AMCC,AMD,AMGN,AN,ANDW,AON,APA,APC,APCC,APD,APOL,ASD,ASH,ASN,ASO,AT,ATI,AV,AVP,AVY,AW,AXP,AYE,AZO,BA,BAC,BALL,BAX,BBBY,BBT,BBWI,BBY,BC,BCC,BCR,BDK,BDX,BEN,BF,BHI,BIIB,BJS,BK,BLS,BMC,BMET,BMS,BMY,BNI,BOL,BR,BRCM,BSC,BSX,BUD,C,CA,CAG,CAH,CAT,CB,CBE,CBS,CBSS,CC,CCE,CCL,CCU,CD,CEG,CFC,CHIR,CI,CIEN,CIN,CINF,CIT,CL,CLX,CMA,CMCSA,CMI,CMS,CMVT,CMX,CNP,CNS,COF,COH,COL,COP,COST,CPB,CPN,CPWR,CSC,CSCO,CSX,CTAS,CTB,CTL,CTX,CTXS,CVG,CVS,CVX,CZN,D,DAL,DCN,DD,DDS,DE,DELL,DG,DGX,DHR,DIS,DJ,DOV,DOW,DPH,DRI,DTE,DUK,DVN,DYN,EA,EBAY,EC,ECL,ED,EDS,EFX,EIX,EK,EMC,EMN,EMR,EOG,EOP,EP,EQR,ESRX,ETFC,ETN,ETR,EXC,F,FCX,FD,FDC,FDO,FDX,FE,FHN,FII,FISV,FITB,FLR,FNM,FO,FON,FRE,FRX,FSH,FSL,G,GAS,GCI,GD,GDT,GDW,GE,GENZ,GILD,GIS,GLK,GLW,GM,GP,GPC,GPS,GR,GS,GT,GTW,GWW,HAL,HAS,HBAN,HCA,HCR,HD,HES,HET,HIG,HLT,HMA,HNZ,HOG,HON,HOT,HPC,HPQ,HRB,HSP,HSY,HUM,IBM,IFF,IGT,INTC,INTU,IP,IPG,IR,ITT,ITW,JAVA,JBL,JCI,JCP,JDSU,JNJ,JNS,JNY,JP,JPM,JWN,K,KBH,KEY,KG,KLAC,KMB,KMG,KMI,KO,KR,KRB,KRI,KSE,KSS,LEG,LEH,LH,LIZ,LLL,LLTC,LLY,LMT,LNC,LOW,LPX,LSI,LTR,LU,LUV,LXK,MAR,MAS,MAT,MAY,MBI,MCD,MCK,MCO,MDP,MDT,MEDI,MEL,MER,MERQ,MET,MHP,MHS,MI,MIL,MKC,MMC,MMM,MO,MOLX,MON,MOT,MRK,MRO,MS,MSFT,MTB,MTG,MU,MXIM,MYG,MYL,NAV,NBR,NCC,NCR,NE,NEE,NEM,NFB,NI,NKE,NOC,NOVL,NSC,NSM,NTAP,NTRS,NUE,NVDA,NVLS,NWL,NWSA,NXTL,NYT,ODP,OMC,ORCL,OXY,PAYX,PBG,PBI,PCAR,PCG,PCL,PD,PEG,PEP,PFE,PFG,PG,PGL,PGN,PGR,PH,PHM,PKI,PLD,PLL,PMCS,PMTC,PNC,PNW,PPG,PPL,PRU,PTV,PVN,PWER,PX,Q,QCOM,QLGC,R,RAI,RBK,RDC,RF,RHI,RIG,ROH,ROK,RRD,RSH,RTN,RX,S,SAFC,SANM,SBC,SBL,SBUX,SCHW,SDS,SEBL,SEE,SFA,SGP,SHW,SIAL,SLB,SLE,SLM,SLR,SNA,SNV,SO,SOV,SPC,SPG,SPLS,SRE,STI,STJ,STT,SUN,SVU,SWK,SWY,SYK,SYMC,SYY,T,TAP,TE,TEK,TER,TGT,THC,TIF,TIN,TJX,TLAB,TMK,TMO,TMPW,TOY,TRB,TROW,TSG,TWX,TXN,TXT,TXU,TYC,UCL,UIS,UNH,UNM,UNP,UPS,USB,UST,UTX,UVN,VC,VFC,VLO,VMC,VRTS,VZ,WAG,WAT,WB,WEN,WFC,WHR,WLP,WM,WMB,WMT,WRK,WWY,WY,X,XEL,XL,XLNX,XOM,XRX,XTO,YHOO,YUM,ZBH,ZION"
2005-04-01,"A,AAPL,ABC,ABI,ABK,ABS,ABT,ACE,ACS,ACV,ADBE,ADCT,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AHC,AIG,AIV,ALL,ALTR,AMAT,AMCC,AMD,AMGN,AN,ANDW,AOL,AON,APA,APC,APCC,APD,APOL,ASD,ASH,ASN,ASO,AT,ATI,AV,AVP,AVY,AW,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BC,BCC,BCR,BDK,BDX,BEAM,BEN,BF,BHI,BIG,BIIB,BJS,BK,BLL,BLS,BMCS,BMET,BMS,BMY,BNI,BOL,BR,BRCM,BSC,BSX,BUD,C,CA,CAG,CAH,CAT,CB,CBE,CBS,CBSS,CC,CCE,CCL,CCU,CD,CEG,CFC,CHIR,CI,CIEN,CIN,CINF,CIT,CL,CLX,CMA,CMB,CMCSA,CMI,CMS,CMVT,CMX,CNP,COF,COH,COL,COP,COST,CPB,CPN,CPWR,CSC,CSCO,CSX,CTAS,CTB,CTL,CTX,CTXS,CVG,CVS,CVX,CZN,D,DAL,DCN,DD,DDS,DE,DELL,DG,DGX,DHR,DIS,DJ,DOV,DOW,DPH,DRI,DTE,DUK,DVN,DYN,EBAY,EC,ECL,ED,EDS,EFX,EIX,EK,EMC,EMN,EMR,EOG,EOP,EP,EQR,ERTS,ESRX,ETFC,ETN,ETR,EXC,F,FCX,FDC,FDO,FDX,FE,FII,FISV,FITB,FLR,FNM,FRE,FRX,FSH,FSL,FTN,G,GAS,GCI,GD,GDT,GDW,GE,GEN,GENZ,GILD,GIS,GLK,GLW,GM,GP,GPC,GPS,GR,GS,GT,GTW,GWW,HAL,HAS,HBAN,HCR,HD,HET,HIG,HLT,HMA,HNZ,HOG,HON,HOT,HPC,HPQ,HRB,HSP,HSY,HUM,HWM,IBM,IFF,IGT,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JCP,JDSU,JNJ,JNS,JNY,JP,JWN,K,KBH,KEY,KG,KLAC,KMB,KMG,KMI,KO,KR,KRB,KRI,KSE,KSS,LB,LEG,LEH,LH,LIZ,LLL,LLTC,LLY,LMT,LNC,LOW,LPX,LSI,LTR,LU,LUV,LXK,M,MAR,MAS,MAT,MAY,MBI,MCD,MCK,MCO,MDP,MDT,MEDI,MEL,MER,MERQ,MET,MHS,MI,MIL,MKC,MMC,MMM,MNST,MO,MOLX,MON,MOT,MRK,MRO,MS,MSFT,MTB,MTG,MU,MXIM,MYG,MYL,NAV,NBR,NCC,NCR,NE,NEE,NEM,NFB,NI,NKE,NOC,NOV,NOVL,NSC,NSM,NTAP,NTRS,NUE,NVDA,NVLS,NWL,NWS,NXTL,NYT,ODP,OMC,ORCL,OXY,PAYX,PBG,PBI,PCAR,PCG,PCL,PD,PEG,PEP,PFE,PFG,PG,PGL,PGN,PGR,PH,PHM,PKI,PLD,PLL,PMCS,PMTC,PNC,PNW,PPG,PPL,PRU,PTV,PVN,PX,Q,QCOM,QLGC,R,RAI,RBK,RDC,RF,RHI,RIG,ROH,ROK,RRD,RSH,RTN,RX,S,SAFC,SANM,SBL,SBUX,SCHW,SDS,SEBL,SEE,SFA,SGP,SHLD,SHW,SIAL,SLB,SLE,SLM,SLR,SNA,SNV,SO,SOV,SPG,SPGI,SPLS,SRE,STI,STJ,STT,SUN,SUNW,SVU,SWK,SWY,SYK,SYY,T,TAP,TE,TEK,TER,TGT,THC,TIF,TIN,TJX,TLAB,TMK,TMO,TOY,TRB,TROW,TRV,TSG,TXN,TXT,TXU,TYC,UCL,UIS,UNH,UNM,UNP,UPS,USB,UST,UTX,UVN,VC,VFC,VLO,VMC,VRTS,VZ,WAG,WAT,WB,WEN,WFC,WHR,WLP,WM,WMB,WMI,WMT,WRK,WWY,WY,WYE,X,XEL,XL,XLNX,XOM,XRX,XTO,YHOO,YUM,ZION,ZMH"
2005-05-01,"A,AAPL,ABC,ABI,ABK,ABS,ABT,ACE,ACS,ACV,ADBE,ADCT,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AHC,AIG,AIV,ALL,ALTR,AMAT,AMCC,AMD,AMGN,AN,ANDW,AOL,AON,APA,APC,APCC,APD,APOL,ASD,ASH,ASN,ASO,AT,ATI,AV,AVP,AVY,AW,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BC,BCC,BCR,BDK,BDX,BEAM,BEN,BF,BHI,BIG,BIIB,BJS,BK,BLL,BLS,BMCS,BMET,BMS,BMY,BNI,BOL,BR,BRCM,BSC,BSX,BUD,C,CA,CAG,CAH,CAT,CB,CBE,CBS,CBSS,CC,CCE,CCL,CCU,CD,CEG,CFC,CHIR,CI,CIEN,CIN,CINF,CIT,CL,CLX,CMA,CMB,CMCSA,CMI,CMS,CMVT,CMX,CNP,COF,COH,COL,COP,COST,CPB,CPN,CPWR,CSC,CSCO,CSX,CTAS,CTB,CTL,CTX,CTXS,CVG,CVS,CVX,CZN,D,DAL,DCN,DD,DDS,DE,DELL,DG,DGX,DHR,DIS,DJ,DOV,DOW,DPH,DRI,DTE,DUK,DVN,DYN,EBAY,EC,ECL,ED,EDS,EFX,EIX,EK,EMC,EMN,EMR,EOG,EOP,EP,EQR,ERTS,ESRX,ETFC,ETN,ETR,EXC,F,FCX,FDC,FDO,FDX,FE,FII,FISV,FITB,FLR,FNM,FRE,FRX,FSH,FSL,FTN,G,GAS,GCI,GD,GDT,GDW,GE,GEN,GENZ,GILD,GIS,GLK,GLW,GM,GP,GPC,GPS,GR,GS,GT,GTW,GWW,HAL,HAS,HBAN,HCR,HD,HET,HIG,HLT,HMA,HNZ,HOG,HON,HOT,HPC,HPQ,HRB,HSP,HSY,HUM,HWM,IBM,IFF,IGT,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JCP,JDSU,JNJ,JNS,JNY,JP,JWN,K,KBH,KEY,KG,KLAC,KMB,KMG,KMI,KO,KR,KRB,KRI,KSE,KSS,LB,LEG,LEH,LH,LIZ,LLL,LLTC,LLY,LMT,LNC,LOW,LPX,LSI,LTR,LU,LUV,LXK,M,MAR,MAS,MAT,MAY,MBI,MCD,MCK,MCO,MDP,MDT,MEDI,MEL,MER,MERQ,MET,MHS,MI,MIL,MKC,MMC,MMM,MNST,MO,MOLX,MON,MOT,MRK,MRO,MS,MSFT,MTB,MTG,MU,MXIM,MYG,MYL,NAV,NBR,NCC,NCR,NE,NEE,NEM,NFB,NI,NKE,NOC,NOV,NOVL,NSC,NSM,NTAP,NTRS,NUE,NVDA,NVLS,NWL,NWS,NXTL,NYT,ODP,OMC,ORCL,OXY,PAYX,PBG,PBI,PCAR,PCG,PCL,PD,PEG,PEP,PFE,PFG,PG,PGL,PGN,PGR,PH,PHM,PKI,PLD,PLL,PMCS,PMTC,PNC,PNW,PPG,PPL,PRU,PTV,PVN,PX,Q,QCOM,QLGC,R,RAI,RBK,RDC,RF,RHI,RIG,ROH,ROK,RRD,RSH,RTN,RX,S,SAFC,SANM,SBL,SBUX,SCHW,SDS,SEBL,SEE,SFA,SGP,SHLD,SHW,SIAL,SLB,SLE,SLM,SLR,SNA,SNV,SO,SOV,SPG,SPGI,SPLS,SRE,STI,STJ,STT,SUN,SUNW,SVU,SWK,SWY,SYK,SYY,T,TAP,TE,TEK,TER,TGT,THC,TIF,TIN,TJX,TLAB,TMK,TMO,TOY,TRB,TROW,TRV,TSG,TXN,TXT,TXU,TYC,UCL,UIS,UNH,UNM,UNP,UPS,USB,UST,UTX,UVN,VC,VFC,VLO,VMC,VRTS,VZ,WAG,WAT,WB,WEN,WFC,WHR,WLP,WM,WMB,WMI,WMT,WRK,WWY,WY,WYE,X,XEL,XL,XLNX,XOM,XRX,XTO,YHOO,YUM,ZION,ZMH"
2005-06-01,"A,AAPL,ABC,ABI,ABK,ABS,ABT,ACE,ACS,ACV,ADBE,ADCT,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AHC,AIG,AIV,ALL,ALTR,AMAT,AMCC,AMD,AMGN,AN,ANDW,AOL,AON,APA,APC,APCC,APD,APOL,ASD,ASH,ASN,ASO,AT,ATI,AV,AVP,AVY,AW,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BC,BCC,BCR,BDK,BDX,BEAM,BEN,BF,BHI,BIG,BIIB,BJS,BK,BLL,BLS,BMCS,BMET,BMS,BMY,BNI,BOL,BR,BRCM,BSC,BSX,BUD,C,CA,CAG,CAH,CAT,CB,CBE,CBS,CBSS,CC,CCE,CCL,CCU,CD,CEG,CFC,CHIR,CI,CIEN,CIN,CINF,CIT,CL,CLX,CMA,CMB,CMCSA,CMI,CMS,CMVT,CMX,CNP,COF,COH,COL,COP,COST,CPB,CPN,CPWR,CSC,CSCO,CSX,CTAS,CTB,CTL,CTX,CTXS,CVG,CVS,CVX,CZN,D,DAL,DCN,DD,DDS,DE,DELL,DG,DGX,DHR,DIS,DJ,DOV,DOW,DPH,DRI,DTE,DUK,DVN,DYN,EBAY,EC,ECL,ED,EDS,EFX,EIX,EK,EMC,EMN,EMR,EOG,EOP,EP,EQR,ERTS,ESRX,ETFC,ETN,ETR,EXC,F,FCX,FDC,FDO,FDX,FE,FII,FISV,FITB,FLR,FNM,FRE,FRX,FSH,FSL,FTN,G,GAS,GCI,GD,GDT,GDW,GE,GEN,GENZ,GILD,GIS,GLK,GLW,GM,GP,GPC,GPS,GR,GS,GT,GTW,GWW,HAL,HAS,HBAN,HCR,HD,HET,HIG,HLT,HMA,HNZ,HOG,HON,HOT,HPC,HPQ,HRB,HSP,HSY,HUM,HWM,IBM,IFF,IGT,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JCP,JDSU,JNJ,JNS,JNY,JP,JWN,K,KBH,KEY,KG,KLAC,KMB,KMG,KMI,KO,KR,KRB,KRI,KSE,KSS,LB,LEG,LEH,LH,LIZ,LLL,LLTC,LLY,LMT,LNC,LOW,LPX,LSI,LTR,LU,LUV,LXK,M,MAR,MAS,MAT,MAY,MBI,MCD,MCK,MCO,MDP,MDT,MEDI,MEL,MER,MERQ,MET,MHS,MI,MIL,MKC,MMC,MMM,MNST,MO,MOLX,MON,MOT,MRK,MRO,MS,MSFT,MTB,MTG,MU,MXIM,MYG,MYL,NAV,NBR,NCC,NCR,NE,NEE,NEM,NFB,NI,NKE,NOC,NOV,NOVL,NSC,NSM,NTAP,NTRS,NUE,NVDA,NVLS,NWL,NWS,NXTL,NYT,ODP,OMC,ORCL,OXY,PAYX,PBG,PBI,PCAR,PCG,PCL,PD,PEG,PEP,PFE,PFG,PG,PGL,PGN,PGR,PH,PHM,PKI,PLD,PLL,PMCS,PMTC,PNC,PNW,PPG,PPL,PRU,PTV,PVN,PX,Q,QCOM,QLGC,R,RAI,RBK,RDC,RF,RHI,RIG,ROH,ROK,RRD,RSH,RTN,RX,S,SAFC,SANM,SBL,SBUX,SCHW,SDS,SEBL,SEE,SFA,SGP,SHLD,SHW,SIAL,SLB,SLE,SLM,SLR,SNA,SNV,SO,SOV,SPG,SPGI,SPLS,SRE,STI,STJ,STT,SUN,SUNW,SVU,SWK,SWY,SYK,SYY,T,TAP,TE,TEK,TER,TGT,THC,TIF,TIN,TJX,TLAB,TMK,TMO,TOY,TRB,TROW,TRV,TSG,TXN,TXT,TXU,TYC,UCL,UIS,UNH,UNM,UNP,UPS,USB,UST,UTX,UVN,VC,VFC,VLO,VMC,VRTS,VZ,WAG,WAT,WB,WEN,WFC,WHR,WLP,WM,WMB,WMI,WMT,WRK,WWY,WY,WYE,X,XEL,XL,XLNX,XOM,XRX,XTO,YHOO,YUM,ZION,ZMH"
2005-07-01,"A,AAPL,ABC,ABI,ABK,ABS,ABT,ACE,ACS,ACV,ADBE,ADCT,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AET,AFL,AGN,AHC,AIG,AIV,ALL,ALTR,AMAT,AMCC,AMD,AMGN,AN,ANDW,AOL,AON,APA,APC,APCC,APD,APOL,ASD,ASH,ASN,ASO,AT,ATI,AV,AVP,AVY,AW,AXP,AYE,AZO,BA,BAC,BAX,BBBY,BBT,BBY,BC,BCC,BCR,BDK,BDX,BEAM,BEN,BF,BHI,BIG,BIIB,BJS,BK,BLL,BLS,BMCS,BMET,BMS,BMY,BNI,BOL,BR,BRCM,BSC,BSX,BUD,C,CA,CAG,CAH,CAT,CB,CBE,CBS,CBSS,CC,CCE,CCL,CCU,CD,CEG,CFC,CHIR,CI,CIEN,CIN,CINF,CIT,CL,CLX,CMA,CMB,CMCSA,CMI,CMS,CMVT,CMX,CNP,COF,COH,COL,COP,COST,CPB,CPN,CPWR,CSC,CSCO,CSX,CTAS,CTB,CTL,CTX,CTXS,CVG,CVS,CVX,CZN,D,DAL,DCN,DD,DDS,DE,DELL,DG,DGX,DHR,DIS,DJ,DOV,DOW,DPH,DRI,DTE,DUK,DVN,DYN,EBAY,EC,ECL,ED,EDS,EFX,EIX,EK,EMC,EMN,EMR,EOG,EOP,EP,EQR,ERTS,ESRX,ETFC,ETN,ETR,EXC,F,FCX,FDC,FDO,FDX,FE,FII,FISV,FITB,FLR,FNM,FRE,FRX,FSH,FSL,FTN,G,GAS,GCI,GD,GDT,GDW,GE,GEN,GENZ,GILD,GIS,GLK,GLW,GM,GP,GPC,GPS,GR,GS,GT,GTW,GWW,HAL,HAS,HBAN,HCR,HD,HET,HIG,HLT,HMA,HNZ,HOG,HON,HOT,HPC,HPQ,HRB,HSP,HSY,HUM,HWM,IBM,IFF,IGT,INTC,INTU,IP,IPG,IR,ITT,ITW,JBL,JCI,JCP,JDSU,JNJ,JNS,JNY,JP,JWN,K,KBH,KEY,KG,KLAC,KMB,KMG,KMI,KO,KR,KRB,KRI,KSE,KSS,LB,LEG,LEH,LH,LIZ,LLL,LLTC,LLY,LMT,LNC,LOW,LPX,LSI,LTR,LU,LUV,LXK,M,MAR,MAS,MAT,MAY,MBI,MCD,MCK,MCO,MDP,MDT,MEDI,MEL,MER,MERQ,MET,MHS,MI,MIL,MKC,MMC,MMM,MNST,MO,MOLX,MON,MOT,MRK,MRO,MS,MSFT,MTB,MTG,MU,MXIM,MYG,MYL,NAV,NBR,NCC,NCR,NE,NEE,NEM,NFB,NI,NKE,NOC,NOV,NOVL,NSC,NSM,NTAP,NTRS,NUE,NVDA,NVLS,NWL,NWS,NXTL,NYT,ODP,OMC,ORCL,OXY,PAYX,PBG,PBI,PCAR,PCG,PCL,PD,PEG,PEP,PFE,PFG,PG,PGL,PGN,PGR,PH,PHM,PKI,PLD,PLL,PMCS,PMTC,PNC,PNW,PPG,PPL,PRU,PTV,PVN,PX,Q,QCOM,QLGC,R,RAI,RBK,RDC,RF,RHI,RIG,ROH,ROK,RRD,RSH,RTN,RX,S,SAFC,SANM,SBL,SBUX,SCHW,SDS,SEBL,SEE,SFA,SGP,SHLD,SHW,SIAL,SLB,SLE,SLM,SLR,SNA,SNV,SO,SOV,SPG,SPGI,SPLS,SRE,STI,STJ,STT,SUN,SUNW,SVU,SWK,SWY,SYK,SYY,T,TAP,TE,TEK,TER,TGT,THC,TIF,TIN,TJX,TLAB,TMK,TMO,TOY,TRB,TROW,TRV,TSG,TXN,TXT,TXU,TYC,UCL,UIS,UNH,UNM,UNP,UPS,USB,UST,UTX,UVN,VC,VFC,VLO,VMC,VRTS,VZ,WAG,WAT,WB,WEN,WFC,WHR,WLP,WM,WMB,WMI,WMT,WRK,WWY,WY,WYE,X,XEL,XL,XLNX,XOM,XRX,XTO,YHOO,YUM,ZION,ZMH"
